frame,cell_id,x_center,y_center,area,track_id
0,46,52.48461538461538,116.22307692307692,130.0,45
0,47,101.76016260162602,116.45528455284553,246.0,46
0,48,319.53409090909093,118.13636363636364,176.0,47
0,49,364.32608695652175,119.47826086956522,184.0,48
0,50,349.7399267399267,122.8058608058608,273.0,49
0,51,41.774566473988436,123.16763005780346,173.0,50
0,52,152.63398692810458,123.63398692810458,153.0,51
0,53,231.52093023255813,124.43255813953489,215.0,52
0,54,203.7391304347826,126.66666666666667,207.0,53
0,55,279.9896373056995,124.73056994818653,193.0,54
0,56,117.72988505747126,125.95402298850574,174.0,55
0,57,290.2641509433962,130.88679245283018,212.0,56
0,58,174.29951690821255,132.3913043478261,207.0,57
0,59,241.35930735930737,139.03463203463204,231.0,58
0,60,210.19620253164558,141.9620253164557,158.0,59
0,61,221.32857142857142,144.9,140.0,60
0,62,338.2312703583062,152.4755700325733,307.0,61
0,63,184.30633802816902,156.6161971830986,284.0,62
0,64,229.7329842931937,157.50785340314135,191.0,63
0,65,326.94405594405595,160.006993006993,143.0,64
0,66,215.68396226415095,163.38679245283018,212.0,65
0,67,113.13089005235602,163.77486910994764,191.0,66
0,68,254.28947368421052,163.53157894736842,190.0,67
0,69,318.1388888888889,164.63888888888889,144.0,68
0,70,49.32327586206897,165.40086206896552,232.0,69
0,71,309.5403225806452,171.18548387096774,248.0,70
0,72,340.83458646616543,171.406015037594,266.0,71
0,73,205.52238805970148,174.00497512437812,201.0,72
0,74,152.15263157894736,180.53157894736842,190.0,73
0,75,348.25847457627117,184.3050847457627,236.0,74
0,76,191.0383275261324,190.35191637630663,287.0,75
0,77,111.55944055944056,188.16083916083917,143.0,76
0,78,363.95323741007195,192.31654676258992,278.0,77
0,79,105.84482758620689,196.79741379310346,232.0,78
0,80,244.1174089068826,195.0161943319838,247.0,79
0,81,121.38953488372093,198.9418604651163,172.0,80
0,82,158.14285714285714,197.70634920634922,126.0,81
0,83,146.6043165467626,200.58992805755395,139.0,82
0,84,182.42723004694835,210.23474178403757,213.0,83
0,85,157.28666666666666,210.12666666666667,150.0,84
0,86,300.3512396694215,215.30578512396696,242.0,85
0,87,40.791489361702126,222.19574468085105,235.0,86
0,88,147.3248730964467,221.26395939086294,197.0,87
0,89,163.9277108433735,228.71686746987953,332.0,88
0,90,252.8409090909091,225.21818181818182,220.0,89
0,91,185.28428093645485,237.62876254180603,299.0,90
0,92,67.25229357798165,235.08256880733944,218.0,91
0,93,259.2699619771863,239.25855513307985,263.0,92
0,94,205.33898305084745,244.5186440677966,295.0,93
0,95,47.660377358490564,244.58962264150944,212.0,94
0,96,324.7142857142857,256.8817733990148,203.0,95
0,97,189.71337579617835,258.8980891719745,157.0,96
0,98,244.66666666666666,263.47008547008545,234.0,97
0,99,210.07836990595612,265.63009404388714,319.0,98
0,100,171.22592592592594,266.45185185185187,270.0,99
0,101,192.2284263959391,269.0406091370558,197.0,100
0,102,83.65185185185184,278.64444444444445,135.0,101
0,103,264.16923076923075,279.85128205128206,195.0,102
0,104,79.02158273381295,286.58273381294964,139.0,103
0,105,101.6103896103896,288.05194805194805,154.0,104
0,106,91.65765765765765,288.22522522522524,111.0,105
0,107,236.40969162995594,296.488986784141,227.0,106
0,108,179.02788844621514,300.49402390438246,251.0,107
0,109,204.73154362416108,301.8590604026846,298.0,108
0,110,73.69787234042553,306.79574468085104,235.0,109
0,111,356.5442176870748,305.13605442176873,147.0,110
0,112,257.01826484018267,308.01826484018267,219.0,111
0,113,303.22641509433964,309.9132075471698,265.0,112
0,114,271.40506329113924,313.1392405063291,158.0,113
0,115,350.5253164556962,315.9113924050633,158.0,114
0,116,104.81553398058253,321.3252427184466,206.0,115
0,117,288.76785714285717,320.23214285714283,168.0,116
0,118,271.0918918918919,324.4972972972973,185.0,117
0,119,240.95402298850576,332.46360153256705,261.0,118
0,120,352.0057803468208,330.90751445086704,173.0,119
0,121,152.45408163265307,334.23979591836735,196.0,120
0,122,326.1654929577465,343.64084507042253,284.0,121
0,123,107.48404255319149,348.34574468085106,188.0,122
0,124,79.70918367346938,349.5357142857143,196.0,123
0,125,23.497536945812808,352.97536945812806,203.0,124
0,126,307.99038461538464,355.84615384615387,208.0,125
0,127,150.80748663101605,362.67379679144386,187.0,126
0,128,333.3791208791209,364.8736263736264,182.0,127
0,129,298.97196261682245,368.35981308411215,214.0,128
0,130,208.2982005141388,373.61439588688944,389.0,129
0,131,324.9323308270677,371.96992481203006,133.0,130
0,132,119.89754098360656,376.99590163934425,244.0,131
0,133,144.8843537414966,377.6734693877551,147.0,132
0,134,41.38922155688623,381.45508982035926,167.0,133
0,135,164.30769230769232,385.27564102564105,156.0,134
0,136,326.38829787234044,388.24468085106383,188.0,135
0,137,370.11764705882354,385.2352941176471,34.0,136
0,138,21.83644859813084,390.4859813084112,214.0,137
0,139,119.36423841059603,390.1655629139073,151.0,138
0,140,150.68609865470853,393.7757847533632,223.0,139
0,141,135.88135593220338,398.2542372881356,59.0,140
0,142,339.2028985507246,402.951690821256,207.0,141
0,143,26.281437125748504,404.0419161676647,167.0,142
0,144,12.75,405.16847826086956,184.0,143
1,1,184.2396694214876,5.107438016528926,121.0,1
1,2,197.25862068965517,4.051724137931035,116.0,2
1,3,210.90055248618785,5.4088397790055245,181.0,3
1,4,254.42261904761904,6.690476190476191,168.0,144
1,5,174.05479452054794,8.883561643835616,146.0,145
1,6,285.765625,9.067708333333334,192.0,146
1,7,32.47435897435897,10.057692307692308,156.0,4
1,8,40.65853658536585,16.70731707317073,164.0,5
1,9,366.8285714285714,16.16190476190476,105.0,7
1,10,193.60714285714286,21.137755102040817,196.0,9
1,11,220.47448979591837,21.505102040816325,196.0,11
1,12,257.7313432835821,28.850746268656717,201.0,147
1,13,364.77319587628864,26.783505154639176,97.0,148
1,14,322.52767527675275,31.45018450184502,271.0,12
1,15,94.27649769585254,32.02304147465438,217.0,13
1,16,299.5,35.383495145631066,206.0,149
1,17,24.789115646258505,34.82993197278912,147.0,15
1,18,182.1006289308176,42.264150943396224,159.0,16
1,19,8.353488372093024,51.72093023255814,215.0,17
1,20,130.72670807453417,53.006211180124225,161.0,150
1,21,223.89333333333335,61.22,300.0,151
1,22,172.755,60.79,200.0,152
1,23,73.14864864864865,62.317567567567565,148.0,153
1,24,154.47926267281105,63.52995391705069,217.0,154
1,25,116.5,64.78823529411764,170.0,23
1,26,190.11111111111111,66.56666666666666,90.0,155
1,27,242.27272727272728,73.56709956709956,231.0,156
1,28,256.7914438502674,76.05347593582887,187.0,27
1,29,46.65384615384615,77.65384615384616,182.0,30
1,30,76.288,74.432,125.0,29
1,31,194.13333333333333,75.42962962962963,135.0,157
1,32,182.59333333333333,79.16666666666667,150.0,158
1,33,160.76470588235293,80.37647058823529,85.0,31
1,34,75.03125,84.0375,160.0,159
1,35,175.87394957983193,90.76470588235294,119.0,160
1,36,185.78,90.2,100.0,161
1,37,195.08333333333334,92.62878787878788,132.0,162
1,38,150.54430379746836,93.31012658227849,158.0,163
1,39,327.64935064935065,97.87012987012987,231.0,37
1,40,36.33695652173913,100.71739130434783,184.0,38
1,41,150.68599033816426,105.01449275362319,207.0,40
1,42,69.31658291457286,107.10552763819095,199.0,164
1,43,34.328947368421055,112.125,152.0,41
1,44,105.88,116.97142857142858,175.0,46
1,45,168.03603603603602,115.93693693693693,111.0,43
1,46,49.38732394366197,119.66901408450704,142.0,165
1,47,152.3046357615894,119.21192052980132,151.0,51
1,48,180.3877551020408,119.15646258503402,147.0,166
1,49,363.82456140350877,119.98245614035088,171.0,48
1,50,323.74301675977654,122.03351955307262,179.0,167
1,51,350.3511111111111,123.35555555555555,225.0,49
1,52,39.69064748201439,124.17985611510791,139.0,50
1,53,279.4585635359116,125.07182320441989,181.0,54
1,54,294.12152777777777,127.25347222222223,288.0,168
1,55,201.5735294117647,125.06617647058823,136.0,53
1,56,173.69444444444446,128.63333333333333,180.0,57
1,57,117.78358208955224,129.97014925373134,134.0,55
1,58,231.52325581395348,132.0406976744186,172.0,169
1,59,203.49411764705883,138.74705882352941,170.0,170
1,60,239.099173553719,142.56198347107437,121.0,58
1,61,219.41333333333333,147.16666666666666,150.0,60
1,62,234.12790697674419,151.87790697674419,172.0,171
1,63,337.79059829059827,154.0897435897436,234.0,61
1,64,191.60089686098655,153.39461883408072,223.0,172
1,65,214.42424242424244,161.64069264069263,231.0,65
1,66,252.6937799043062,161.63636363636363,209.0,67
1,67,112.8936170212766,161.86702127659575,188.0,66
1,68,315.6237623762376,162.69306930693068,101.0,68
1,69,327.11805555555554,163.5,144.0,64
1,70,50.282722513089006,166.15183246073298,191.0,69
1,71,310.9672897196262,172.02803738317758,214.0,70
1,72,346.59090909090907,172.3939393939394,132.0,173
1,73,154.41752577319588,179.00515463917526,194.0,73
1,74,210.80459770114942,182.14367816091954,174.0,174
1,75,335.5964912280702,180.35087719298247,114.0,175
1,76,349.958904109589,184.82191780821918,219.0,74
1,77,365.00515463917526,191.30927835051546,194.0,77
1,78,111.68586387434554,191.45549738219896,191.0,76
1,79,194.82868525896416,195.3784860557769,251.0,75
1,80,241.27947598253274,195.1353711790393,229.0,79
1,81,167.3288590604027,201.64429530201343,149.0,176
1,82,130.02298850574712,201.72030651340995,261.0,177
1,83,180.8011049723757,202.09944751381215,181.0,178
1,84,156.36,206.65,200.0,84
1,85,302.9942196531792,215.28901734104045,173.0,85
1,86,36.11734693877551,219.72448979591837,196.0,179
1,87,163.79583333333332,226.225,240.0,88
1,88,152.75739644970415,223.49704142011834,169.0,180
1,89,253.7116564417178,228.77300613496934,163.0,89
1,90,182.45134575569358,233.98757763975155,483.0,90
1,91,259.7170731707317,240.8780487804878,205.0,92
1,92,66.48170731707317,242.07926829268294,164.0,181
1,93,52.900621118012424,245.24223602484471,161.0,182
1,94,206.62213740458014,248.3969465648855,262.0,93
1,95,325.8144329896907,249.64948453608247,194.0,183
1,96,244.00904977375566,262.0678733031674,221.0,97
1,97,174.27598566308242,266.2974910394265,279.0,99
1,98,211.26394052044608,266.2267657992565,269.0,98
1,99,195.27631578947367,269.81315789473683,380.0,100
1,100,262.97860962566847,275.98930481283423,187.0,102
1,101,85.83088235294117,282.6029411764706,136.0,101
1,102,76.51908396946565,285.39694656488547,131.0,103
1,103,97.79126213592232,287.13106796116506,206.0,104
1,104,185.69955156950672,296.82511210762334,223.0,184
1,105,204.93949044585986,301.1910828025478,314.0,108
1,106,262.3854748603352,299.8100558659218,179.0,185
1,107,236.0295566502463,304.6600985221675,203.0,186
1,108,74.15270935960591,306.6650246305419,203.0,109
1,109,303.698347107438,309.4710743801653,242.0,112
1,110,352.27972027972027,310.6923076923077,143.0,187
1,111,342.0612244897959,315.34013605442175,147.0,188
1,112,278.9300699300699,319.3076923076923,143.0,189
1,113,103.37423312883436,321.680981595092,163.0,115
1,114,240.7876712328767,331.2842465753425,292.0,118
1,115,272.0473372781065,329.42011834319527,169.0,190
1,116,297.4864864864865,327.4918918918919,185.0,191
1,117,325.5561497326203,335.6631016042781,187.0,192
1,118,154.56363636363636,335.1757575757576,165.0,120
1,119,353.5576923076923,341.0192307692308,156.0,193
1,120,113.73837209302326,349.4244186046512,172.0,194
1,121,323.0285714285714,351.36,175.0,195
1,122,81.12290502793296,354.8435754189944,179.0,196
1,123,304.25210084033614,358.97899159663865,238.0,125
1,124,155.5948717948718,363.24615384615385,195.0,126
1,125,19.86294416243655,365.71573604060916,197.0,197
1,126,294.69620253164555,364.62025316455697,79.0,198
1,127,331.9039548022599,367.42937853107344,177.0,127
1,128,208.28486646884272,372.74777448071217,337.0,129
1,129,287.28930817610063,372.28930817610063,159.0,199
1,130,326.9756097560976,379.7743902439024,164.0,200
1,131,133.7058823529412,378.15441176470586,136.0,201
1,132,147.24113475177305,380.9432624113475,141.0,132
1,133,165.0,391.2073170731707,328.0,202
1,134,44.69655172413793,387.00689655172414,145.0,203
1,135,128.66,386.45,100.0,204
1,136,320.62068965517244,389.0137931034483,145.0,205
1,137,22.221621621621622,390.3081081081081,185.0,137
1,138,120.7956204379562,392.0875912408759,137.0,138
1,139,1.2307692307692308,392.7307692307692,26.0,206
1,140,133.88,398.92,25.0,207
1,141,338.70348837209303,402.75,172.0,141
1,142,26.737179487179485,403.68589743589746,156.0,142
1,143,13.425287356321839,405.28735632183907,174.0,143
1,144,354.5430463576159,405.9006622516556,151.0,208
2,1,172.05381165919283,5.995515695067264,223.0,145
2,2,198.39344262295083,4.967213114754099,122.0,2
2,3,210.9208633093525,4.35251798561151,139.0,3
2,4,280.716894977169,6.936073059360731,219.0,146
2,5,147.94736842105263,4.947368421052632,19.0,209
2,6,223.80841121495328,14.74766355140187,214.0,210
2,7,44.470319634703195,16.383561643835616,219.0,5
2,8,21.253012048192772,19.740963855421686,166.0,211
2,9,196.2543103448276,24.57758620689655,232.0,9
2,10,248.38953488372093,24.377906976744185,172.0,212
2,11,342.3248407643312,23.643312101910826,157.0,213
2,12,94.19196428571429,30.986607142857142,224.0,13
2,13,24.5625,32.56875,160.0,15
2,14,322.565,33.595,200.0,12
2,15,252.50980392156862,35.209150326797385,153.0,214
2,16,368.1727272727273,37.2,110.0,215
2,17,228.32558139534885,43.05813953488372,172.0,216
2,18,183.69444444444446,45.020833333333336,144.0,16
2,19,303.85990338164254,49.14975845410628,207.0,217
2,20,141.97536945812809,49.748768472906406,203.0,218
2,21,10.402366863905325,51.71597633136095,169.0,17
2,22,190.8840579710145,59.11594202898551,138.0,219
2,23,179.10270270270271,62.37837837837838,185.0,220
2,24,161.65463917525773,64.41752577319588,194.0,221
2,25,48.17460317460318,68.62433862433862,189.0,222
2,26,125.52777777777777,68.2611111111111,180.0,223
2,27,224.57954545454547,69.3409090909091,176.0,224
2,28,245.56424581005587,70.56424581005587,179.0,156
2,29,82.98013245033113,70.52980132450331,151.0,225
2,30,74.34567901234568,77.01234567901234,162.0,29
2,31,195.70192307692307,75.21153846153847,104.0,157
2,32,253.97448979591837,80.17857142857143,196.0,27
2,33,189.1145038167939,80.53435114503817,131.0,226
2,34,159.4156626506024,82.8012048192771,166.0,31
2,35,85.81927710843374,85.10843373493977,166.0,227
2,36,139.32673267326732,92.62376237623762,202.0,228
2,37,183.42307692307693,91.7,130.0,161
2,38,195.52100840336135,91.3109243697479,119.0,162
2,39,155.57758620689654,94.18103448275862,116.0,163
2,40,37.06666666666667,99.28205128205128,195.0,38
2,41,328.25714285714287,99.30204081632652,245.0,37
2,42,190.31034482758622,102.11494252873563,174.0,229
2,43,149.8190476190476,101.63809523809523,105.0,230
2,44,159.4015748031496,105.85039370078741,127.0,231
2,45,81.2655601659751,108.0539419087137,241.0,232
2,46,34.83783783783784,112.8108108108108,185.0,41
2,47,109.94086021505376,116.36021505376344,186.0,46
2,48,55.753846153846155,116.0974358974359,195.0,233
2,49,362.7477064220183,120.04128440366972,218.0,48
2,50,181.56,120.27333333333333,150.0,166
2,51,348.3859649122807,123.25,228.0,49
2,52,271.4186046511628,123.94186046511628,172.0,234
2,53,158.02721088435374,123.37414965986395,147.0,235
2,54,332.15656565656565,126.95454545454545,198.0,236
2,55,172.22994652406416,128.46524064171123,187.0,57
2,56,39.14795918367347,130.12755102040816,196.0,237
2,57,211.74683544303798,128.46835443037975,158.0,238
2,58,296.1276595744681,129.4,235.0,168
2,59,191.6150234741784,129.62910798122067,213.0,239
2,60,123.33333333333333,134.30188679245282,159.0,240
2,61,238.97163120567376,135.05673758865248,141.0,241
2,62,157.6315789473684,133.8045112781955,133.0,242
2,63,282.20304568527916,146.93908629441626,197.0,243
2,64,197.9609375,147.3515625,128.0,244
2,65,240.79084967320262,147.88888888888889,153.0,245
2,66,221.8695652173913,148.2608695652174,138.0,60
2,67,252.880658436214,154.7448559670782,243.0,246
2,68,337.9836065573771,153.50819672131146,183.0,61
2,69,212.99545454545455,155.3318181818182,220.0,65
2,70,192.0071942446043,156.0431654676259,139.0,172
2,71,182.14,156.1,50.0,247
2,72,113.77435897435898,162.62051282051283,195.0,66
2,73,239.12612612612614,162.77477477477478,222.0,248
2,74,320.7831325301205,166.2289156626506,249.0,249
2,75,346.82872928176795,166.32044198895028,181.0,250
2,76,52.33467741935484,171.68951612903226,248.0,69
2,77,309.03921568627453,173.2483660130719,153.0,70
2,78,348.21785714285716,182.03571428571428,280.0,74
2,79,159.98522167487684,181.54187192118226,203.0,251
2,80,216.60227272727272,181.4375,176.0,252
2,81,335.75816993464053,185.5686274509804,153.0,253
2,82,123.3623188405797,188.024154589372,207.0,254
2,83,367.6532258064516,194.6048387096774,124.0,77
2,84,234.2421524663677,197.0403587443946,223.0,255
2,85,199.2443438914027,199.93665158371041,221.0,256
2,86,178.51807228915663,200.64457831325302,166.0,178
2,87,135.22923588039868,204.12624584717608,301.0,177
2,88,162.12171052631578,206.55921052631578,304.0,84
2,89,177.1685393258427,209.42696629213484,89.0,257
2,90,32.65289256198347,214.43388429752065,242.0,258
2,91,172.12698412698413,218.1904761904762,126.0,259
2,92,305.6018957345972,220.39810426540285,211.0,260
2,93,161.7921146953405,227.04659498207886,279.0,88
2,94,182.19892473118279,226.33870967741936,186.0,261
2,95,257.5702479338843,242.05785123966942,242.0,92
2,96,195.32110091743118,239.37614678899084,109.0,262
2,97,244.52229299363057,240.3375796178344,157.0,263
2,98,184.73563218390805,243.20689655172413,174.0,264
2,99,331.1752136752137,246.6965811965812,234.0,265
2,100,75.54502369668246,248.37440758293837,211.0,266
2,101,207.7704280155642,248.295719844358,257.0,93
2,102,53.29611650485437,252.38349514563106,206.0,267
2,103,244.24186046511628,264.4372093023256,215.0,97
2,104,211.25837320574163,264.29665071770336,209.0,98
2,105,257.69953051643193,268.7136150234742,213.0,268
2,106,176.03587443946188,267.78026905829597,223.0,99
2,107,197.92537313432837,272.80845771144277,402.0,100
2,108,86.29946524064171,283.5561497326203,187.0,101
2,109,369.5365853658537,282.8780487804878,41.0,269
2,110,103.61864406779661,288.6101694915254,236.0,104
2,111,190.36125654450262,292.5287958115183,191.0,270
2,112,267.9803149606299,297.11811023622045,254.0,271
2,113,221.6086956521739,290.5652173913044,23.0,272
2,114,85.66863905325444,297.5207100591716,169.0,273
2,115,208.34166666666667,296.6166666666667,120.0,274
2,116,77.94466403162055,307.55335968379444,253.0,109
2,117,204.7012195121951,305.1951219512195,164.0,108
2,118,303.072202166065,308.7472924187726,277.0,112
2,119,237.4909090909091,308.05454545454546,165.0,186
2,120,346.9657534246575,312.5342465753425,146.0,275
2,121,336.44444444444446,316.07936507936506,126.0,276
2,122,114.66666666666667,326.609649122807,228.0,277
2,123,239.84920634920636,329.67063492063494,252.0,118
2,124,278.21276595744683,327.7304964539007,141.0,278
2,125,159.10970464135022,333.7088607594937,237.0,120
2,126,308.08383233532936,333.49101796407183,167.0,279
2,127,270.7208121827411,336.83756345177665,197.0,280
2,128,327.16265060240966,334.86746987951807,166.0,192
2,129,118.1144578313253,349.6686746987952,166.0,194
2,130,303.0883534136546,359.58232931726906,249.0,125
2,131,324.04819277108436,357.2168674698795,166.0,281
2,132,85.3225806451613,360.2204301075269,186.0,282
2,133,350.0601092896175,360.551912568306,183.0,283
2,134,160.02906976744185,361.19767441860466,172.0,126
2,135,332.5105263157895,368.8263157894737,190.0,127
2,136,19.093264248704664,372.30051813471505,193.0,284
2,137,210.16387959866222,373.23745819397993,299.0,129
2,138,139.68156424581005,374.94972067039106,179.0,285
2,139,278.2644230769231,374.7307692307692,208.0,286
2,140,317.45,384.165,200.0,287
2,141,147.9837837837838,388.0486486486486,185.0,288
2,142,132.3020134228188,390.11073825503354,298.0,289
2,143,168.57232704402514,393.3176100628931,318.0,202
2,144,29.61764705882353,392.32941176470587,170.0,290
2,145,323.82716049382714,393.1111111111111,162.0,291
2,146,48.18817204301075,394.4516129032258,186.0,292
2,147,1.794871794871795,394.43589743589746,39.0,206
2,148,362.5243902439024,404.5731707317073,164.0,293
2,149,25.986842105263158,404.0986842105263,152.0,142
2,150,13.751552795031056,405.83850931677017,161.0,143
2,151,337.05594405594405,406.02797202797206,143.0,141
3,1,172.14427860696517,6.154228855721393,201.0,145
3,2,215.63529411764705,3.0941176470588236,85.0,294
3,3,200.89940828402368,6.976331360946745,169.0,2
3,4,223.0,9.732394366197184,142.0,210
3,5,146.69230769230768,5.038461538461538,26.0,209
3,6,292.6991869918699,8.552845528455284,123.0,295
3,7,48.395833333333336,17.942708333333332,192.0,5
3,8,288.46,16.28,100.0,296
3,9,229.675,21.50625,160.0,297
3,10,17.45731707317073,26.371951219512194,164.0,298
3,11,197.36257309941521,28.53216374269006,171.0,9
3,12,93.91525423728814,31.622881355932204,236.0,13
3,13,25.69655172413793,32.84827586206897,145.0,15
3,14,337.01290322580644,34.23870967741936,155.0,299
3,15,324.90506329113924,35.69620253164557,158.0,12
3,16,249.68783068783068,41.5026455026455,189.0,300
3,17,365.09580838323353,46.52095808383233,167.0,301
3,18,234.63333333333333,44.9,150.0,302
3,19,152.31,48.4,200.0,303
3,20,187.0164835164835,48.07692307692308,182.0,16
3,21,8.646341463414634,51.93292682926829,164.0,17
3,22,321.74042553191487,56.293617021276596,235.0,304
3,23,180.65,62.705555555555556,180.0,220
3,24,200.8815789473684,61.901315789473685,152.0,305
3,25,166.98342541436463,64.98342541436465,181.0,221
3,26,125.6984126984127,70.55555555555556,189.0,223
3,27,55.565934065934066,70.58241758241758,182.0,306
3,28,85.98469387755102,72.79081632653062,196.0,225
3,29,241.13939393939393,72.33333333333333,165.0,307
3,30,201.76760563380282,71.83802816901408,142.0,308
3,31,224.07262569832403,74.49162011173185,179.0,309
3,32,74.6867469879518,76.19277108433735,166.0,29
3,33,196.09134615384616,78.80288461538461,208.0,310
3,34,250.77456647398844,81.76878612716763,173.0,27
3,35,160.91358024691357,81.83333333333333,162.0,31
3,36,99.42307692307692,86.71428571428571,182.0,311
3,37,140.56852791878174,92.39593908629442,197.0,228
3,38,191.71428571428572,91.13095238095238,84.0,162
3,39,161.2620320855615,94.88770053475936,187.0,312
3,40,204.3416149068323,94.34782608695652,161.0,313
3,41,151.6950354609929,96.60992907801419,141.0,314
3,42,35.14522821576764,99.74688796680498,241.0,38
3,43,328.3373983739837,100.05284552845528,246.0,37
3,44,189.50993377483445,101.72847682119205,151.0,229
3,45,169.2108108108108,104.06486486486486,185.0,315
3,46,204.91812865497076,106.19883040935673,171.0,316
3,47,90.44408945686901,111.28115015974441,313.0,317
3,48,32.11695906432749,114.16374269005848,171.0,41
3,49,113.32142857142857,118.07142857142857,224.0,46
3,50,363.90865384615387,121.4423076923077,208.0,48
3,51,60.5873786407767,120.14077669902913,206.0,318
3,52,192.5234375,119.0390625,128.0,319
3,53,180.1529745042493,125.5042492917847,353.0,320
3,54,349.6385542168675,125.7710843373494,249.0,49
3,55,217.70935960591132,126.51724137931035,203.0,321
3,56,243.09677419354838,130.25806451612902,186.0,322
3,57,327.4216216216216,130.72972972972974,185.0,323
3,58,36.58469945355191,131.71038251366122,183.0,237
3,59,165.72368421052633,130.4934210526316,152.0,324
3,60,256.45864661654133,134.38345864661653,133.0,325
3,61,157.45098039215685,137.67320261437908,153.0,242
3,62,301.0952380952381,140.06666666666666,210.0,326
3,63,130.56989247311827,142.38709677419354,186.0,327
3,64,207.44927536231884,144.71014492753622,207.0,328
3,65,218.33333333333334,146.48,150.0,60
3,66,230.37241379310345,149.20689655172413,145.0,329
3,67,196.37894736842105,151.66842105263157,190.0,244
3,68,338.4753086419753,155.2716049382716,162.0,61
3,69,253.22362869198312,159.1772151898734,237.0,246
3,70,284.33488372093024,160.70232558139534,215.0,330
3,71,234.9060773480663,163.22651933701658,181.0,248
3,72,113.3731343283582,164.46766169154228,201.0,66
3,73,321.8955223880597,166.2910447761194,268.0,249
3,74,344.5067567567568,166.9391891891892,148.0,250
3,75,53.28378378378378,172.44144144144144,222.0,69
3,76,348.87226277372264,181.8102189781022,274.0,74
3,77,305.53731343283584,180.7860696517413,201.0,331
3,78,161.2944162436548,182.91370558375635,197.0,251
3,79,133.8578947368421,185.35263157894738,190.0,332
3,80,221.3021978021978,184.4120879120879,182.0,333
3,81,335.26666666666665,191.74545454545455,165.0,334
3,82,228.61780104712042,197.07329842931938,191.0,335
3,83,367.84375,197.69791666666666,96.0,77
3,84,205.69849246231155,202.12562814070353,199.0,336
3,85,170.38709677419354,201.78494623655914,93.0,337
3,86,182.12970711297072,204.68200836820083,239.0,178
3,87,141.08823529411765,204.47058823529412,272.0,177
3,88,29.413127413127413,210.77220077220076,259.0,258
3,89,166.08612440191388,218.76076555023923,209.0,338
3,90,190.66153846153847,228.05128205128204,195.0,339
3,91,164.9298245614035,231.51461988304092,171.0,88
3,92,315.1929824561403,232.02456140350878,285.0,340
3,93,232.33507853403142,237.98429319371726,191.0,341
3,94,208.71636363636364,241.93818181818182,275.0,342
3,95,329.281045751634,240.6013071895425,153.0,343
3,96,186.60352422907488,243.5022026431718,227.0,264
3,97,261.06451612903226,248.15668202764977,217.0,344
3,98,77.55506607929516,249.30837004405285,227.0,266
3,99,55.148648648648646,258.45045045045043,222.0,267
3,100,250.35971223021582,258.2086330935252,139.0,345
3,101,208.33714285714285,259.9371428571429,175.0,98
3,102,242.87261146496814,265.9936305732484,157.0,97
3,103,177.87686567164178,270.75,268.0,99
3,104,196.40932642487047,269.9326424870466,193.0,100
3,105,89.27710843373494,280.48192771084337,249.0,101
3,106,201.04761904761904,286.005291005291,189.0,346
3,107,105.41224489795918,290.36326530612246,245.0,104
